"","date","dat$`Lufttemperatur (°C)`","dat$`Windböen (max) 10 min. (m/s)`","dat$`Windstärke Ø 10 min. (bft)`","dat$`Taupunkt (°C)`","dat$`Niederschlag (mm)`","dat$`Luftdruck QFE (hPa)`","dat$`Luftfeuchte (%)`","total","mean"
"472",2016-01-22 10:00:00,0.283333333333333,3.11666666666667,2,-3.15,0,980.266666666667,77.8333333333333,380211,33.6053561958635
"473",2016-01-22 11:00:00,1.56666666666667,3.6,2,-2.13333333333333,0,980.166666666667,76.1666666666667,416846,36.5943288561145
"474",2016-01-22 12:00:00,2.26666666666667,2.88333333333333,2,-1.98333333333333,0,979.866666666667,73.3333333333333,482861,41.6367163921704
"475",2016-01-22 13:00:00,2.61666666666667,3.11666666666667,2,-1.76666666666667,0,979.45,72.6666666666667,465450,40.2255639097744
"476",2016-01-22 14:00:00,2.75,4.18333333333333,2.66666666666667,-1.18333333333333,0,979.183333333333,75.1666666666667,469508,41.4979671203818
"477",2016-01-22 15:00:00,2.93333333333333,4.3,3,-0.9,0,979.266666666667,75.6666666666667,596558,51.4806696582672
"478",2016-01-22 16:00:00,2.31666666666667,4.16666666666667,2.5,-1.48333333333333,0,979.316666666667,76,770989,58.0127163280662
"479",2016-01-22 17:00:00,1.5,3.61666666666667,2,-1.91666666666667,0,979.483333333333,78,967611,70.633695890211
"480",2016-01-22 18:00:00,0.916666666666667,3.15,2,-1.9,0,979.716666666667,81.3333333333333,661543,49.3688805970149
"481",2016-01-22 19:00:00,0.516666666666667,3.15,2,-2,0,979.9,83.1666666666667,436380,36.9187817258883
"482",2016-01-22 20:00:00,0.783333333333333,3.46666666666667,2,-1.7,0,979.983333333333,83.3333333333333,473850,44.9274675263108
"483",2016-01-22 21:00:00,0.966666666666667,4.4,2.5,-1.43333333333333,0,980.016666666667,84,339958,40.6356681807315
"484",2016-01-22 22:00:00,1.15,4.48333333333333,2.5,-1.15,0,980.266666666667,84.5,389348,48.0380012338063
"485",2016-01-22 23:00:00,1.93333333333333,4.6,2.83333333333333,-0.683333333333333,0,980.5,82.8333333333333,398120,50.1600100793751
"486",2016-01-23 00:00:00,2.3,5.4,2.83333333333333,-0.0666666666666667,0,980.466666666667,84.3333333333333,238614,42.0317068874405
"487",2016-01-23 01:00:00,2.26666666666667,6.8,3.5,0.233333333333333,0,980.216666666667,86.1666666666667,8382,60.7391304347826
"488",2016-01-23 04:00:00,3.98333333333333,2.91666666666667,1.5,1.35,0.2,981.05,82.8333333333333,2055,16.3095238095238
"489",2016-01-23 05:00:00,3.66666666666667,3.66666666666667,1.66666666666667,2.13333333333333,0.1,981.6,89.6666666666667,92038,21.9818485789348
